ID,Name,Gender,Age,Height (cm),Weight (kg),Team,NOC,Games,Year,Season,City,Sport,Event,Medal
126885,Veronika Vtkov,F,25,166,56,Czech Republic,CZE,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,Silver
126932,Elena Viviani,F,21,164,62,Italy,ITA,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,Short Track Speed Skating Women's 3 000 metres Relay,Bronze
126976,Marc-douard Vlasic,M,26,185,93,Canada,CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
127078,Carina Vogt,F,22,171,62,Germany,GER,2014 Winter,2014,Winter,Sochi,Ski Jumping,Ski Jumping Women's Normal Hill  Individual,Gold
127185,Aleksey Anatolyevich Volkov,M,25,176,68,Russia,RUS,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
127236,Tetiana Andrivna Volosozhar,F,27,159,44,Russia-1,RUS,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Mixed Pairs,Gold
127236,Tetiana Andrivna Volosozhar,F,27,159,44,Russia,RUS,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Mixed Team,Gold
127579,Aleksey Ivanovich Voyevoda,M,33,195,105,Russia-1,RUS,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Two,Gold
127579,Aleksey Ivanovich Voyevoda,M,33,195,105,Russia-1,RUS,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,Gold
127754,Maksim Mikhaylovich Vylegzhanin,M,31,174,68,Russia,RUS,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,Silver
127754,Maksim Mikhaylovich Vylegzhanin,M,31,174,68,Russia,RUS,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver
127754,Maksim Mikhaylovich Vylegzhanin,M,31,174,68,Russia,RUS,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Men's Team Sprint,Silver
127874,Ashley Elisabeth Wagner,F,22,160,52,United States,USA,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Mixed Team,Bronze
127967,Nina Waidacher,F,21,170,65,Switzerland,SUI,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
128002,"Jennifer Dorothy June ""Jenn"" Wakefield",F,24,175,77,Canada,CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
128676,Andreas Wank,M,25,189,72,Germany,GER,2014 Winter,2014,Winter,Sochi,Ski Jumping,Ski Jumping Men's Large Hill  Team,Gold
128709,Catherine Ward,F,26,168,67,Canada,CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
128872,Akito Watabe,M,25,173,60,Japan,JPN,2014 Winter,2014,Winter,Sochi,Nordic Combined,Nordic Combined Men's Normal Hill / 10 km  Individual,Silver
128917,Tara Leigh-Anne Watchorn,F,23,178,76,Canada,CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
129157,Shea Michael Weber,M,28,193,104,Canada,CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
129302,Andrew Weibrecht,M,27,170,86,United States,USA,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Men's Super G,Silver
129511,Andreas Wellinger,M,18,183,65,Germany,GER,2014 Winter,2014,Winter,Sochi,Ski Jumping,Ski Jumping Men's Large Hill  Team,Gold
129611,Tobias Wendl,M,26,184,88,Germany-1,GER,2014 Winter,2014,Winter,Sochi,Luge,Luge Mixed (Men)'s Doubles,Gold
129611,Tobias Wendl,M,26,184,88,Germany,GER,2014 Winter,2014,Winter,Sochi,Luge,Luge Mixed Team Relay,Gold
129619,Heidi Weng,F,22,163,NA,Norway,NOR,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,Bronze
129646,Anna Ulrika Maria Wennerstrm,F,28,167,NA,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Curling,Curling Women's Curling,Silver
130032,"Charles Allen ""Charlie"" White  Jr.",M,26,175,73,United States-1,USA,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Mixed Ice Dancing,Gold
130032,"Charles Allen ""Charlie"" White  Jr.",M,26,175,73,United States,USA,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Mixed Team,Bronze
130148,Hayley Marie Wickenheiser,F,35,178,77,Canada,CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
130253,Dorothea Wierer,F,23,160,57,Italy,ITA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,Bronze
130357,Emma Christina Wikn,F,24,167,60,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Gold
130402,"Victor Ivan ""Vic"" Wild",M,27,179,82,Russia,RUS,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Men's Parallel Giant Slalom,Gold
130402,"Victor Ivan ""Vic"" Wild",M,27,179,82,Russia,RUS,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Men's Parallel Slalom,Gold
130626,Lauryn Chenet Williams,F,30,160,67,United States-1,USA,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Women's Two,Silver
130959,Dominik Windisch,M,24,180,70,Italy,ITA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,Bronze
131113,David Wise,M,23,183,84,United States,USA,2014 Winter,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Men's Halfpipe,Gold
131240,Katarzyna Wjcicka-Bachleda-Curu (-Trzebunia),F,34,170,62,Poland,POL,2014 Winter,2014,Winter,Sochi,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),Silver
131657,Katarzyna Bronisawa Woniak,F,24,173,61,Poland,POL,2014 Winter,2014,Winter,Sochi,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),Silver
131777,Wu Dajing,M,19,182,73,China,CHN,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,Short Track Speed Skating Men's 500 metres,Silver
131777,Wu Dajing,M,19,182,73,China,CHN,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,Short Track Speed Skating Men's 5 000 metres Relay,Bronze
131897,"Irene Karlijn ""Ireen"" Wst",F,27,168,65,Netherlands,NED,2014 Winter,2014,Winter,Sochi,Speed Skating,Speed Skating Women's 1 000 metres,Silver
131897,"Irene Karlijn ""Ireen"" Wst",F,27,168,65,Netherlands,NED,2014 Winter,2014,Winter,Sochi,Speed Skating,Speed Skating Women's 1 500 metres,Silver
131897,"Irene Karlijn ""Ireen"" Wst",F,27,168,65,Netherlands,NED,2014 Winter,2014,Winter,Sochi,Speed Skating,Speed Skating Women's 3 000 metres,Gold
131897,"Irene Karlijn ""Ireen"" Wst",F,27,168,65,Netherlands,NED,2014 Winter,2014,Winter,Sochi,Speed Skating,Speed Skating Women's 5 000 metres,Silver
131897,"Irene Karlijn ""Ireen"" Wst",F,27,168,65,Netherlands,NED,2014 Winter,2014,Winter,Sochi,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),Gold
132076,Xu Mengtao,F,23,165,59,China,CHN,2014 Winter,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Women's Aerials,Silver
132638,Dmitry Semyonovich Yaparov,M,28,186,86,Russia,RUS,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver
132652,"Elizabeth Anne ""Lizzy"" Yarnold",F,25,172,78,Great Britain,GBR,2014 Winter,2014,Winter,Sochi,Skeleton,Skeleton Women's Skeleton,Gold
132818,Semyon Andreyevich Yelistratov,M,23,175,70,Russia,RUS,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,Short Track Speed Skating Men's 5 000 metres Relay,Gold
133782,Ruslan Albertovich Zakharov,M,26,173,72,Russia,RUS,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,Short Track Speed Skating Men's 5 000 metres Relay,Gold
134105,Alyona Igorevna Zavarzina,F,24,175,60,Russia,RUS,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Women's Parallel Giant Slalom,Bronze
134154,Olga Alekseyevna Zaytseva (-Augustin),F,35,168,66,Russia,RUS,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Silver
134389,Kathrin Zettel,F,27,167,61,Austria,AUT,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Women's Slalom,Bronze
134391,Carl Henrik Zetterberg,M,33,183,86,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
134463,Zhang Hong,F,25,174,65,China,CHN,2014 Winter,2014,Winter,Sochi,Speed Skating,Speed Skating Women's 1 000 metres,Gold
134824,Zhou Yang,F,22,165,62,China,CHN,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,Short Track Speed Skating Women's 1 500 metres,Gold
135163,Luiza Zotkowska,F,27,160,52,Poland,POL,2014 Winter,2014,Winter,Sochi,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),Silver
135196,Armin Zggeler,M,40,181,88,Italy,ITA,2014 Winter,2014,Winter,Sochi,Luge,Luge Men's Singles,Bronze
135343,Aleksandr Yuryevich Zubkov,M,39,189,102,Russia-1,RUS,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Two,Gold
135343,Aleksandr Yuryevich Zubkov,M,39,189,102,Russia-1,RUS,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,Gold
